offer_id,driver_id,passenger_id,request_id,driver_x,driver_y,passenger_x,passenger_y,driver_type,passenger_preference,distance_to_pickup_km,estimated_wait_time_min,driver_rating,trip_distance_km,surge_multiplier,traffic_multiplier,offered_price,score,max_wait_time_min,driver_availability,eligible_offer,offer_rank_for_passenger,recommendation_flag
O0542,D042,P011,R011,56,56,87,76,economical,balanced,36.89,95.5,4,18.6,1.34,1.11,57.17,58.35,9,available,No,,Filtered out
O0543,D043,P011,R011,11,96,87,76,economical,balanced,78.59,219.1,4.6,18.6,1.34,1.11,78.35,111.02,9,available,No,,Filtered out
O0544,D044,P011,R011,58,53,87,76,balanced,balanced,37.01,103.7,4.4,18.6,1.34,1.11,74.95,69.14,9,available,No,,Filtered out
O0545,D045,P011,R011,98,13,87,76,balanced,balanced,63.95,143,4.5,18.6,1.34,1.11,85.11,87.45,9,available,No,,Filtered out
O0546,D046,P011,R011,59,85,87,76,economical,balanced,29.41,68.5,4.5,18.6,1.34,1.11,51.35,46.18,9,available,No,,Filtered out
O0547,D047,P011,R011,70,57,87,76,premium,balanced,25.5,52.5,5,18.6,1.34,1.11,86.62,56.35,9,available,No,,Filtered out
O0548,D048,P011,R011,30,35,87,76,balanced,balanced,70.21,174.2,4.4,18.6,1.34,1.11,96.65,103.58,9,available,No,,Filtered out
O0549,D049,P011,R011,19,90,87,76,economical,balanced,69.43,172.3,4.2,18.6,1.34,1.11,64.51,88.49,9,available,No,,Filtered out
O0550,D050,P011,R011,89,2,87,76,economical,balanced,74.03,177.1,4.4,18.6,1.34,1.11,75.37,95.02,9,available,No,,Filtered out
O0551,D001,P012,R012,75,54,47,8,balanced,balanced,53.85,151.8,4.4,11.3,1.58,1.26,71.47,84.41,12,available,No,,Filtered out
O0552,D002,P012,R012,57,75,47,8,economical,balanced,67.74,233.8,4.4,11.3,1.58,1.26,66.32,110.79,12,available,No,,Filtered out
O0553,D003,P012,R012,13,11,47,8,premium,balanced,34.13,70.7,4.9,11.3,1.58,1.26,72.4,56.35,12,available,No,,Filtered out
O0554,D004,P012,R012,70,37,47,8,economical,balanced,37.01,128.2,4.4,11.3,1.58,1.26,50.28,66.62,12,available,No,,Filtered out
O0555,D005,P012,R012,29,12,47,8,balanced,balanced,18.44,40.8,4.6,11.3,1.58,1.26,49.54,35.65,12,unavailable,No,,Filtered out
O0556,D006,P012,R012,9,77,47,8,economical,balanced,78.77,221.6,4.3,11.3,1.58,1.26,73.4,109.73,12,available,No,,Filtered out
O0557,D007,P012,R012,41,98,47,8,economical,balanced,90.2,244.5,4.1,11.3,1.58,1.26,81.38,121.38,12,available,No,,Filtered out
O0558,D008,P012,R012,27,83,47,8,economical,balanced,77.62,226.7,4.2,11.3,1.58,1.26,70.38,110.18,12,available,No,,Filtered out
O0559,D009,P012,R012,54,74,47,8,economical,balanced,66.37,194,4.3,11.3,1.58,1.26,64.96,96.27,12,available,No,,Filtered out
O0560,D010,P012,R012,87,54,47,8,economical,balanced,60.96,159.9,4.1,11.3,1.58,1.26,53.38,79.17,12,available,No,,Filtered out
O0561,D011,P012,R012,14,87,47,8,economical,balanced,85.62,216.8,4.7,11.3,1.58,1.26,80.73,111.27,12,available,No,,Filtered out
O0562,D012,P012,R012,33,64,47,8,balanced,balanced,57.72,156.8,4.5,11.3,1.58,1.26,80.05,90,12,available,No,,Filtered out
O0563,D013,P012,R012,99,67,47,8,balanced,balanced,78.64,175.9,4.6,11.3,1.58,1.26,84.46,98.65,12,available,No,,Filtered out
O0564,D014,P012,R012,72,10,47,8,balanced,balanced,25.08,66.4,4.4,11.3,1.58,1.26,52.44,45.96,12,available,No,,Filtered out
O0565,D015,P012,R012,33,67,47,8,balanced,balanced,60.64,144.3,4.8,11.3,1.58,1.26,75.21,83.39,12,available,No,,Filtered out
O0566,D016,P012,R012,47,56,47,8,balanced,balanced,48,104.7,4.6,11.3,1.58,1.26,67.28,66,12,available,No,,Filtered out
O0567,D017,P012,R012,80,7,47,8,balanced,balanced,33.02,105,4.3,11.3,1.58,1.26,53.35,59.9,12,available,No,,Filtered out
O0568,D018,P012,R012,73,73,47,8,economical,balanced,70.01,177.4,4.2,11.3,1.58,1.26,60.15,88.32,12,available,No,,Filtered out
O0569,D019,P012,R012,93,6,47,8,economical,balanced,46.04,152.3,4.3,11.3,1.58,1.26,49.96,74.93,12,available,No,,Filtered out
O0570,D020,P012,R012,57,17,47,8,balanced,balanced,13.45,30.1,4.3,11.3,1.58,1.26,45.11,29.97,12,available,No,,Filtered out
O0571,D021,P012,R012,69,1,47,8,economical,balanced,23.09,76.9,4.6,11.3,1.58,1.26,40.43,44.19,12,available,No,,Filtered out
O0572,D022,P012,R012,0,49,47,8,premium,balanced,62.37,143.9,4.7,11.3,1.58,1.26,111.37,99.54,12,available,No,,Filtered out
O0573,D023,P012,R012,19,24,47,8,premium,balanced,32.25,66.9,4.7,11.3,1.58,1.26,80.27,58.6,12,available,No,,Filtered out
O0574,D024,P012,R012,67,20,47,8,economical,balanced,23.32,81.1,4.5,11.3,1.58,1.26,36.33,43.83,12,available,No,,Filtered out
O0575,D025,P012,R012,72,31,47,8,premium,balanced,33.97,74.4,4.7,11.3,1.58,1.26,77.45,59.95,12,unavailable,No,,Filtered out
O0576,D026,P012,R012,40,30,47,8,balanced,balanced,23.09,53.9,4.5,11.3,1.58,1.26,48.29,39.7,12,available,No,,Filtered out
O0577,D027,P012,R012,72,12,47,8,economical,balanced,25.32,71.9,4.2,11.3,1.58,1.26,39.46,42.08,12,available,No,,Filtered out
O0578,D028,P012,R012,69,90,47,8,balanced,balanced,84.9,222.3,4.4,11.3,1.58,1.26,92.98,118.77,12,available,No,,Filtered out
O0579,D029,P012,R012,17,33,47,8,balanced,balanced,39.05,124,4.6,11.3,1.58,1.26,66.26,72.3,12,available,No,,Filtered out
O0580,D030,P012,R012,33,64,47,8,premium,balanced,57.72,146.5,4.7,11.3,1.58,1.26,97.47,94.2,12,available,No,,Filtered out
O0581,D031,P012,R012,81,33,47,8,economical,balanced,42.2,100.7,4,11.3,1.58,1.26,44.62,54.52,12,available,No,,Filtered out
O0582,D032,P012,R012,4,47,47,8,balanced,balanced,58.05,183.9,4.5,11.3,1.58,1.26,79.5,99.24,12,available,No,,Filtered out
O0583,D033,P012,R012,26,87,47,8,balanced,balanced,81.74,214.1,4.3,11.3,1.58,1.26,98.54,118.42,12,unavailable,No,,Filtered out
O0584,D034,P012,R012,20,22,47,8,balanced,balanced,30.41,77.6,4.6,11.3,1.58,1.26,59.12,52.84,12,available,No,,Filtered out
O0585,D035,P012,R012,89,13,47,8,economical,balanced,42.3,115.2,4.2,11.3,1.58,1.26,53.81,63.69,12,available,No,,Filtered out
O0586,D036,P012,R012,84,24,47,8,premium,balanced,40.31,93.3,4.7,11.3,1.58,1.26,89.21,71.86,12,available,No,,Filtered out
O0587,D037,P012,R012,42,3,47,8,economical,balanced,7.07,21.6,4.7,11.3,1.58,1.26,30.8,20.48,12,available,No,,Filtered out
O0588,D038,P012,R012,55,77,47,8,premium,balanced,69.46,176,4.8,11.3,1.58,1.26,107.01,108.79,12,available,No,,Filtered out
O0589,D039,P012,R012,92,94,47,8,economical,balanced,97.06,334.5,4.1,11.3,1.58,1.26,86.49,155.18,12,available,No,,Filtered out
O0590,D040,P012,R012,38,64,47,8,balanced,balanced,56.72,127.1,4.3,11.3,1.58,1.26,75.98,77.82,12,available,No,,Filtered out
O0591,D041,P012,R012,22,78,47,8,balanced,balanced,74.33,176.6,4.6,11.3,1.58,1.26,92.16,102.36,12,available,No,,Filtered out
O0592,D042,P012,R012,56,56,47,8,economical,balanced,48.84,143,4,11.3,1.58,1.26,55.15,74.07,12,available,No,,Filtered out
O0593,D043,P012,R012,11,96,47,8,economical,balanced,95.08,300.5,4.6,11.3,1.58,1.26,79.99,140.25,12,available,No,,Filtered out
O0594,D044,P012,R012,58,53,47,8,balanced,balanced,46.32,146.9,4.4,11.3,1.58,1.26,69.63,81.87,12,available,No,,Filtered out
O0595,D045,P012,R012,98,13,47,8,balanced,balanced,51.24,130.1,4.5,11.3,1.58,1.26,66.17,74.41,12,available,No,,Filtered out
O0596,D046,P012,R012,59,85,47,8,economical,balanced,77.93,204.2,4.5,11.3,1.58,1.26,73.58,103.68,12,available,No,,Filtered out
O0597,D047,P012,R012,70,57,47,8,premium,balanced,54.13,125,5,11.3,1.58,1.26,97.18,86.48,12,available,No,,Filtered out
O0598,D048,P012,R012,30,35,47,8,balanced,balanced,31.91,90.3,4.4,11.3,1.58,1.26,57.08,56.41,12,available,No,,Filtered out
O0599,D049,P012,R012,19,90,47,8,economical,balanced,86.65,243.6,4.2,11.3,1.58,1.26,65.21,113.76,12,available,No,,Filtered out
O0600,D050,P012,R012,89,2,47,8,economical,balanced,42.43,115.6,4.4,11.3,1.58,1.26,49.71,61.95,12,available,No,,Filtered out
O0601,D001,P013,R013,75,54,81,58,balanced,cheap,7.21,20.7,4.4,6.2,1.14,1.23,21.06,18.44,15,available,No,,Filtered out
O0602,D002,P013,R013,57,75,81,58,economical,cheap,29.41,99.7,4.4,6.2,1.14,1.23,30.44,40.81,15,available,No,,Filtered out
O0603,D003,P013,R013,13,11,81,58,premium,cheap,82.66,165.9,4.9,6.2,1.14,1.23,91.59,96.8,15,available,No,,Filtered out
O0604,D004,P013,R013,70,37,81,58,economical,cheap,23.71,80.5,4.4,6.2,1.14,1.23,29.04,35.99,15,available,No,,Filtered out
O0605,D005,P013,R013,29,12,81,58,balanced,cheap,69.43,147.4,4.6,6.2,1.14,1.23,70.52,78.38,15,unavailable,No,,Filtered out
O0606,D006,P013,R013,9,77,81,58,economical,cheap,74.46,204.5,4.3,6.2,1.14,1.23,57.69,80.85,15,available,No,,Filtered out
O0607,D007,P013,R013,41,98,81,58,economical,cheap,56.57,150.1,4.1,6.2,1.14,1.23,47.73,63.02,15,available,No,,Filtered out
O0608,D008,P013,R013,27,83,81,58,economical,cheap,59.51,169.9,4.2,6.2,1.14,1.23,46.43,66.06,15,available,No,,Filtered out
O0609,D009,P013,R013,54,74,81,58,economical,cheap,31.38,90.1,4.3,6.2,1.14,1.23,31.99,39.98,15,available,No,,Filtered out
O0610,D010,P013,R013,87,54,81,58,economical,cheap,7.21,19.3,4.1,6.2,1.14,1.23,16.68,15.13,15,available,No,,Filtered out
O0611,D011,P013,R013,14,87,81,58,economical,cheap,73.01,180.6,4.7,6.2,1.14,1.23,59.83,77.53,15,available,No,,Filtered out
O0612,D012,P013,R013,33,64,81,58,balanced,cheap,48.37,128.5,4.5,6.2,1.14,1.23,56.06,64.49,15,available,No,,Filtered out
O0613,D013,P013,R013,99,67,81,58,balanced,cheap,20.12,44.7,4.6,6.2,1.14,1.23,29.5,29.13,15,available,No,,Filtered out
O0614,D014,P013,R013,72,10,81,58,balanced,cheap,48.84,125.3,4.4,6.2,1.14,1.23,50.33,59.85,15,available,No,,Filtered out
O0615,D015,P013,R013,33,67,81,58,balanced,cheap,48.84,113.6,4.8,6.2,1.14,1.23,51.42,58.23,15,available,No,,Filtered out
O0616,D016,P013,R013,47,56,81,58,balanced,cheap,34.06,72.8,4.6,6.2,1.14,1.23,40.44,42.41,15,available,No,,Filtered out
O0617,D017,P013,R013,80,7,81,58,balanced,cheap,51.01,157.9,4.3,6.2,1.14,1.23,49.01,65.46,15,available,No,,Filtered out
O0618,D018,P013,R013,73,73,81,58,economical,cheap,17,42.8,4.2,6.2,1.14,1.23,21.01,22.85,15,available,No,,Filtered out
O0619,D019,P013,R013,93,6,81,58,economical,cheap,53.37,172.2,4.3,6.2,1.14,1.23,41.33,62.94,15,available,No,,Filtered out
O0620,D020,P013,R013,57,17,81,58,balanced,cheap,47.51,101.2,4.3,6.2,1.14,1.23,49.34,54.35,15,available,No,,Filtered out
O0621,D021,P013,R013,69,1,81,58,economical,cheap,58.25,187.9,4.6,6.2,1.14,1.23,46.43,69.62,15,available,No,,Filtered out
O0622,D022,P013,R013,0,49,81,58,premium,cheap,81.5,183.3,4.7,6.2,1.14,1.23,106.39,110.66,15,available,No,,Filtered out
O0623,D023,P013,R013,19,24,81,58,premium,cheap,70.71,142,4.7,6.2,1.14,1.23,91,91.63,15,available,No,,Filtered out
O0624,D024,P013,R013,67,20,81,58,economical,cheap,40.5,136.9,4.5,6.2,1.14,1.23,34.69,51.21,15,available,No,,Filtered out
O0625,D025,P013,R013,72,31,81,58,premium,cheap,28.46,61,4.7,6.2,1.14,1.23,48.87,45.94,15,unavailable,No,,Filtered out
O0626,D026,P013,R013,40,30,81,58,balanced,cheap,49.65,112,4.5,6.2,1.14,1.23,49.48,56.59,15,available,No,,Filtered out
O0627,D027,P013,R013,72,12,81,58,economical,cheap,46.87,129.1,4.2,6.2,1.14,1.23,35.35,50.15,15,available,No,,Filtered out
O0628,D028,P013,R013,69,90,81,58,balanced,cheap,34.18,88,4.4,6.2,1.14,1.23,41.09,45.92,15,available,No,,Filtered out
O0629,D029,P013,R013,17,33,81,58,balanced,cheap,68.71,212.3,4.6,6.2,1.14,1.23,72.76,92.93,15,available,No,,Filtered out
O0630,D030,P013,R013,33,64,81,58,premium,cheap,48.37,120,4.7,6.2,1.14,1.23,66.43,70.03,15,available,No,,Filtered out
O0631,D031,P013,R013,81,33,81,58,economical,cheap,25,58.7,4,6.2,1.14,1.23,24.8,28.7,15,available,No,,Filtered out
O0632,D032,P013,R013,4,47,81,58,balanced,cheap,77.78,240.2,4.5,6.2,1.14,1.23,75.98,100.78,15,available,No,,Filtered out
O0633,D033,P013,R013,26,87,81,58,balanced,cheap,62.18,159.2,4.3,6.2,1.14,1.23,65.79,77.46,15,unavailable,No,,Filtered out
O0634,D034,P013,R013,20,22,81,58,balanced,cheap,70.83,175.2,4.6,6.2,1.14,1.23,73.58,86.09,15,available,No,,Filtered out
O0635,D035,P013,R013,89,13,81,58,economical,cheap,45.71,121.5,4.2,6.2,1.14,1.23,42.19,53.41,15,available,No,,Filtered out
O0636,D036,P013,R013,84,24,81,58,premium,cheap,34.13,77.3,4.7,6.2,1.14,1.23,59.6,56.71,15,available,No,,Filtered out
O0637,D037,P013,R013,42,3,81,58,economical,cheap,67.42,192.4,4.7,6.2,1.14,1.23,53.68,75.59,15,available,No,,Filtered out
O0638,D038,P013,R013,55,77,81,58,premium,cheap,32.2,80.2,4.8,6.2,1.14,1.23,51.84,51.85,15,available,No,,Filtered out
O0639,D039,P013,R013,92,94,81,58,economical,cheap,37.64,127.3,4.1,6.2,1.14,1.23,37.13,51.04,15,available,No,,Filtered out
O0640,D040,P013,R013,38,64,81,58,balanced,cheap,43.42,95.2,4.3,6.2,1.14,1.23,49.12,52.99,15,available,No,,Filtered out
O0641,D041,P013,R013,22,78,81,58,balanced,cheap,62.3,144.7,4.6,6.2,1.14,1.23,66.15,74.79,15,available,No,,Filtered out
O0642,D042,P013,R013,56,56,81,58,economical,cheap,25.08,72.2,4,6.2,1.14,1.23,28.12,33.72,15,available,No,,Filtered out
O0643,D043,P013,R013,11,96,81,58,economical,cheap,79.65,245.9,4.6,6.2,1.14,1.23,58.96,89.99,15,available,No,,Filtered out
O0644,D044,P013,R013,58,53,81,58,balanced,cheap,23.54,73.4,4.4,6.2,1.14,1.23,34.89,38.66,15,available,No,,Filtered out
O0645,D045,P013,R013,98,13,81,58,balanced,cheap,48.1,119.3,4.5,6.2,1.14,1.23,47.03,56.33,15,available,No,,Filtered out
O0646,D046,P013,R013,59,85,81,58,economical,cheap,34.83,89.6,4.5,6.2,1.14,1.23,34.89,41.89,15,available,No,,Filtered out
O0647,D047,P013,R013,70,57,81,58,premium,cheap,11.05,25.7,5,6.2,1.14,1.23,35.22,29.29,15,available,No,,Filtered out
O0648,D048,P013,R013,30,35,81,58,balanced,cheap,55.95,153.9,4.4,6.2,1.14,1.23,59.38,71.91,15,available,No,,Filtered out
O0649,D049,P013,R013,19,90,81,58,economical,cheap,69.77,191.7,4.2,6.2,1.14,1.23,45.56,69.81,15,available,No,,Filtered out
O0650,D050,P013,R013,89,2,81,58,economical,cheap,56.57,150.1,4.4,6.2,1.14,1.23,43.62,60.11,15,available,No,,Filtered out
O0651,D001,P014,R014,75,54,68,99,balanced,fast,45.54,104.2,4.4,9.7,1.57,1.02,61.48,84.8,9,available,No,,Filtered out
O0652,D002,P014,R014,57,75,68,99,economical,fast,26.4,74.4,4.4,9.7,1.57,1.02,38.7,59.38,9,available,No,,Filtered out
O0653,D003,P014,R014,13,11,68,99,premium,fast,103.77,172.6,4.9,9.7,1.57,1.02,125.64,145.46,9,available,No,,Filtered out
O0654,D004,P014,R014,70,37,68,99,economical,fast,62.03,173.6,4.4,9.7,1.57,1.02,63.2,133.72,9,available,No,,Filtered out
O0655,D005,P014,R014,29,12,68,99,balanced,fast,95.34,167.7,4.6,9.7,1.57,1.02,103.01,137.53,9,unavailable,No,,Filtered out
O0656,D006,P014,R014,9,77,68,99,economical,fast,62.97,143.7,4.3,9.7,1.57,1.02,60.87,112.33,9,available,No,,Filtered out
O0657,D007,P014,R014,41,98,68,99,economical,fast,27.02,60.1,4.1,9.7,1.57,1.02,40.74,49.81,9,available,No,,Filtered out
O0658,D008,P014,R014,27,83,68,99,economical,fast,44.01,104.6,4.2,9.7,1.57,1.02,48.2,82.44,9,available,No,,Filtered out
O0659,D009,P014,R014,54,74,68,99,economical,fast,28.65,68.4,4.3,9.7,1.57,1.02,40.58,55.57,9,available,No,,Filtered out
O0660,D010,P014,R014,87,54,68,99,economical,fast,48.85,104.1,4.1,9.7,1.57,1.02,44.9,81.44,9,available,No,,Filtered out
O0661,D011,P014,R014,14,87,68,99,economical,fast,55.32,113.9,4.7,9.7,1.57,1.02,58.22,90.9,9,available,No,,Filtered out
O0662,D012,P014,R014,33,64,68,99,balanced,fast,49.5,109.2,4.5,9.7,1.57,1.02,69.52,89.89,9,available,No,,Filtered out
O0663,D013,P014,R014,99,67,68,99,balanced,fast,44.55,81.2,4.6,9.7,1.57,1.02,57.78,67.94,9,available,No,,Filtered out
O0664,D014,P014,R014,72,10,68,99,balanced,fast,89.09,189,4.4,9.7,1.57,1.02,90.36,149.93,9,available,No,,Filtered out
O0665,D015,P014,R014,33,67,68,99,balanced,fast,47.42,91.7,4.8,9.7,1.57,1.02,62.17,76.14,9,available,No,,Filtered out
O0666,D016,P014,R014,47,56,68,99,balanced,fast,47.85,84.7,4.6,9.7,1.57,1.02,62.96,71.42,9,available,No,,Filtered out
O0667,D017,P014,R014,80,7,68,99,balanced,fast,92.78,237.6,4.3,9.7,1.57,1.02,87.74,183.44,9,available,No,,Filtered out
O0668,D018,P014,R014,73,73,68,99,economical,fast,26.48,55,4.2,9.7,1.57,1.02,35.61,45.2,9,available,No,,Filtered out
O0669,D019,P014,R014,93,6,68,99,economical,fast,96.3,257.2,4.3,9.7,1.57,1.02,73.55,194.32,9,available,No,,Filtered out
O0670,D020,P014,R014,57,17,68,99,balanced,fast,82.73,145.7,4.3,9.7,1.57,1.02,85.78,118.72,9,available,No,,Filtered out
O0671,D021,P014,R014,69,1,68,99,economical,fast,98.01,261.8,4.6,9.7,1.57,1.02,79.06,198.61,9,available,No,,Filtered out
O0672,D022,P014,R014,0,49,68,99,premium,fast,84.4,157.5,4.7,9.7,1.57,1.02,127.19,135.22,9,available,No,,Filtered out
O0673,D023,P014,R014,19,24,68,99,premium,fast,89.59,149.2,4.7,9.7,1.57,1.02,126.54,129.28,9,available,No,,Filtered out
O0674,D024,P014,R014,67,20,68,99,economical,fast,79.01,220.8,4.5,9.7,1.57,1.02,65.29,167.17,9,available,No,,Filtered out
O0675,D025,P014,R014,72,31,68,99,premium,fast,68.12,120.1,4.7,9.7,1.57,1.02,101.73,103.95,9,unavailable,No,,Filtered out
O0676,D026,P014,R014,40,30,68,99,balanced,fast,74.46,139.1,4.5,9.7,1.57,1.02,77.77,112.47,9,available,No,,Filtered out
O0677,D027,P014,R014,72,12,68,99,economical,fast,87.09,198.4,4.2,9.7,1.57,1.02,63.89,151.24,9,available,No,,Filtered out
O0678,D028,P014,R014,69,90,68,99,balanced,fast,9.06,20.1,4.4,9.7,1.57,1.02,37.81,21.19,9,available,No,,Filtered out
O0679,D029,P014,R014,17,33,68,99,balanced,fast,83.41,213.7,4.6,9.7,1.57,1.02,97.18,168.57,9,available,No,,Filtered out
O0680,D030,P014,R014,33,64,68,99,premium,fast,49.5,102,4.7,9.7,1.57,1.02,84.92,87.91,9,available,No,,Filtered out
O0681,D031,P014,R014,81,33,68,99,economical,fast,67.27,129.7,4,9.7,1.57,1.02,52.96,100.98,9,available,No,,Filtered out
O0682,D032,P014,R014,4,47,68,99,balanced,fast,82.46,211.3,4.5,9.7,1.57,1.02,93.16,166.09,9,available,No,,Filtered out
O0683,D033,P014,R014,26,87,68,99,balanced,fast,43.68,93.2,4.3,9.7,1.57,1.02,64.93,77.8,9,unavailable,No,,Filtered out
O0684,D034,P014,R014,20,22,68,99,balanced,fast,90.74,186.1,4.6,9.7,1.57,1.02,102.53,150.32,9,available,No,,Filtered out
O0685,D035,P014,R014,89,13,68,99,economical,fast,88.53,194.5,4.2,9.7,1.57,1.02,78.67,151.46,9,available,No,,Filtered out
O0686,D036,P014,R014,84,24,68,99,premium,fast,76.69,143.2,4.7,9.7,1.57,1.02,118.75,123.52,9,available,No,,Filtered out
O0687,D037,P014,R014,42,3,68,99,economical,fast,99.46,235.1,4.7,9.7,1.57,1.02,82.21,180.54,9,available,No,,Filtered out
O0688,D038,P014,R014,55,77,68,99,premium,fast,25.55,53.1,4.8,9.7,1.57,1.02,63.27,49.34,9,available,No,,Filtered out
O0689,D039,P014,R014,92,94,68,99,economical,fast,24.52,69.2,4.1,9.7,1.57,1.02,37.3,55.49,9,available,No,,Filtered out
O0690,D040,P014,R014,38,64,68,99,balanced,fast,46.1,84,4.3,9.7,1.57,1.02,64.06,71.18,9,available,No,,Filtered out
O0691,D041,P014,R014,22,78,68,99,balanced,fast,50.57,97.7,4.6,9.7,1.57,1.02,69.37,81.8,9,available,No,,Filtered out
O0692,D042,P014,R014,56,56,68,99,economical,fast,44.64,106.1,4,9.7,1.57,1.02,49.47,83.76,9,available,No,,Filtered out
O0693,D043,P014,R014,11,96,68,99,economical,fast,57.08,146.6,4.6,9.7,1.57,1.02,55.01,113.16,9,available,No,,Filtered out
O0694,D044,P014,R014,58,53,68,99,balanced,fast,47.07,121,4.4,9.7,1.57,1.02,65.71,97.4,9,available,No,,Filtered out
O0695,D045,P014,R014,98,13,68,99,balanced,fast,91.08,186.8,4.5,9.7,1.57,1.02,85.87,147.48,9,available,No,,Filtered out
O0696,D046,P014,R014,59,85,68,99,economical,fast,16.64,36.1,4.5,9.7,1.57,1.02,32.67,31.35,9,available,No,,Filtered out
O0697,D047,P014,R014,70,57,68,99,premium,fast,42.05,79,5,9.7,1.57,1.02,80.67,70.93,9,available,No,,Filtered out
O0698,D048,P014,R014,30,35,68,99,balanced,fast,74.43,169.7,4.4,9.7,1.57,1.02,85.51,135.45,9,available,No,,Filtered out
O0699,D049,P014,R014,19,90,68,99,economical,fast,49.82,113.9,4.2,9.7,1.57,1.02,44.72,88.25,9,available,No,,Filtered out
O0700,D050,P014,R014,89,2,68,99,economical,fast,99.25,217.9,4.4,9.7,1.57,1.02,76.52,167.39,9,available,No,,Filtered out
O0701,D001,P015,R015,75,54,11,35,balanced,fast,66.76,179,4.4,10.8,1.15,1.2,73.38,139.54,9,available,No,,Filtered out
O0702,D002,P015,R015,57,75,11,35,economical,fast,60.96,200.5,4.4,10.8,1.15,1.2,55.63,151.04,9,available,No,,Filtered out
O0703,D003,P015,R015,13,11,11,35,premium,fast,24.08,47.9,4.9,10.8,1.15,1.2,53.09,43.66,9,available,No,,Filtered out
O0704,D004,P015,R015,70,37,11,35,economical,fast,59.03,194.2,4.4,10.8,1.15,1.2,57.96,147.09,9,available,No,,Filtered out
O0705,D005,P015,R015,29,12,11,35,balanced,fast,29.21,61.1,4.6,10.8,1.15,1.2,48.92,52.09,9,unavailable,No,,Filtered out
O0706,D006,P015,R015,9,77,11,35,economical,fast,42.05,113.1,4.3,10.8,1.15,1.2,45.1,87.76,9,available,No,,Filtered out
O0707,D007,P015,R015,41,98,11,35,economical,fast,69.78,180.4,4.1,10.8,1.15,1.2,62.38,138.35,9,available,No,,Filtered out
O0708,D008,P015,R015,27,83,11,35,economical,fast,50.6,141.1,4.2,10.8,1.15,1.2,48.29,108.01,9,available,No,,Filtered out
O0709,D009,P015,R015,54,74,11,35,economical,fast,58.05,161.8,4.3,10.8,1.15,1.2,53.56,123.54,9,available,No,,Filtered out
O0710,D010,P015,R015,87,54,11,35,economical,fast,78.34,195.5,4.1,10.8,1.15,1.2,55.79,147.6,9,available,No,,Filtered out
O0711,D011,P015,R015,14,87,11,35,economical,fast,52.09,126,4.7,10.8,1.15,1.2,52.81,98.29,9,available,No,,Filtered out
O0712,D012,P015,R015,33,64,11,35,balanced,fast,36.4,94.6,4.5,10.8,1.15,1.2,54.84,76.74,9,available,No,,Filtered out
O0713,D013,P015,R015,99,67,11,35,balanced,fast,93.64,199.3,4.6,10.8,1.15,1.2,86.57,156.36,9,available,No,,Filtered out
O0714,D014,P015,R015,72,10,11,35,balanced,fast,65.92,164.7,4.4,10.8,1.15,1.2,70.43,128.94,9,available,No,,Filtered out
O0715,D015,P015,R015,33,67,11,35,balanced,fast,38.83,88.4,4.8,10.8,1.15,1.2,52.12,71.82,9,available,No,,Filtered out
O0716,D016,P015,R015,47,56,11,35,balanced,fast,41.68,86.7,4.6,10.8,1.15,1.2,54.24,71.08,9,available,No,,Filtered out
O0717,D017,P015,R015,80,7,11,35,balanced,fast,74.46,224.4,4.3,10.8,1.15,1.2,71.88,171.03,9,available,No,,Filtered out
O0718,D018,P015,R015,73,73,11,35,economical,fast,72.72,175.5,4.2,10.8,1.15,1.2,54.85,133.4,9,available,No,,Filtered out
O0719,D019,P015,R015,93,6,11,35,economical,fast,86.98,273.3,4.3,10.8,1.15,1.2,65.36,203.95,9,available,No,,Filtered out
O0720,D020,P015,R015,57,17,11,35,balanced,fast,49.4,102.6,4.3,10.8,1.15,1.2,59.46,83.28,9,available,No,,Filtered out
O0721,D021,P015,R015,69,1,11,35,economical,fast,67.23,211.5,4.6,10.8,1.15,1.2,58.25,159.24,9,available,No,,Filtered out
O0722,D022,P015,R015,0,49,11,35,premium,fast,17.8,39.8,4.7,10.8,1.15,1.2,55.74,38.54,9,available,No,,Filtered out
O0723,D023,P015,R015,19,24,11,35,premium,fast,13.6,27.5,4.7,10.8,1.15,1.2,51.07,28.99,9,available,No,,Filtered out
O0724,D024,P015,R015,67,20,11,35,economical,fast,57.97,190.7,4.5,10.8,1.15,1.2,50.32,143.1,9,available,No,,Filtered out
O0725,D025,P015,R015,72,31,11,35,premium,fast,61.13,126.8,4.7,10.8,1.15,1.2,89.4,106.17,9,unavailable,No,,Filtered out
O0726,D026,P015,R015,40,30,11,35,balanced,fast,29.43,65.2,4.5,10.8,1.15,1.2,44.32,54.05,9,available,No,,Filtered out
O0727,D027,P015,R015,72,12,11,35,economical,fast,65.19,174.8,4.2,10.8,1.15,1.2,50.44,132.03,9,available,No,,Filtered out
O0728,D028,P015,R015,69,90,11,35,balanced,fast,79.93,199.4,4.4,10.8,1.15,1.2,80.63,155.27,9,available,No,,Filtered out
O0729,D029,P015,R015,17,33,11,35,balanced,fast,6.32,20,4.6,10.8,1.15,1.2,31.87,19.91,9,available,No,,Filtered out
O0730,D030,P015,R015,33,64,11,35,premium,fast,36.4,88.4,4.7,10.8,1.15,1.2,67.88,74.99,9,available,No,,Filtered out
O0731,D031,P015,R015,81,33,11,35,economical,fast,70.03,158.6,4,10.8,1.15,1.2,51.05,120.83,9,available,No,,Filtered out
